,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
47,Cross Talk II,0.478,0.609,8,-11.079,1,0.207,0.771,0.78,0.206,0.563,77.322,audio_features,7yaNuZ35Z5soc5LP9DHNCC,spotify:track:7yaNuZ35Z5soc5LP9DHNCC,https://api.spotify.com/v1/tracks/7yaNuZ35Z5soc5LP9DHNCC,https://api.spotify.com/v1/audio-analysis/7yaNuZ35Z5soc5LP9DHNCC,49134,3
48,MIRROR (HYMN) - INTRO,0.601,0.397,2,-8.226,1,0.0286,0.862,0.0813,0.182,0.418,98.858,audio_features,2JLtIle43ztcNmrb7PtXD1,spotify:track:2JLtIle43ztcNmrb7PtXD1,https://api.spotify.com/v1/tracks/2JLtIle43ztcNmrb7PtXD1,https://api.spotify.com/v1/audio-analysis/2JLtIle43ztcNmrb7PtXD1,100797,4
49,"Jack Straw - Live in Paris, 1972; 2001 Remaster",0.46,0.681,9,-9.13,1,0.0439,0.847,0.233,0.125,0.518,143.876,audio_features,1bIGIE9uEFLHo84B8goKpq,spotify:track:1bIGIE9uEFLHo84B8goKpq,https://api.spotify.com/v1/tracks/1bIGIE9uEFLHo84B8goKpq,https://api.spotify.com/v1/audio-analysis/1bIGIE9uEFLHo84B8goKpq,289373,4
50,Push It,0.557,0.978,0,-3.965,1,0.0493,0.000393,4.42e-06,0.287,0.499,149.887,audio_features,6O7pihLJgeqxUnG7u9oYL2,spotify:track:6O7pihLJgeqxUnG7u9oYL2,https://api.spotify.com/v1/tracks/6O7pihLJgeqxUnG7u9oYL2,https://api.spotify.com/v1/audio-analysis/6O7pihLJgeqxUnG7u9oYL2,154907,4
51,Gospel For A New Century,0.565,0.726,0,-6.715,1,0.0548,0.00181,3.06e-06,0.103,0.715,178.078,audio_features,46LX0sSwIU4GFLcj23ZfMA,spotify:track:46LX0sSwIU4GFLcj23ZfMA,https://api.spotify.com/v1/tracks/46LX0sSwIU4GFLcj23ZfMA,https://api.spotify.com/v1/audio-analysis/46LX0sSwIU4GFLcj23ZfMA,198627,4
52,RAIN3OW STAR (LOVE IS ALL),0.404,0.77,7,-6.292,0,0.0451,0.229,0.000894,0.137,0.492,96.76,audio_features,17jyF7dY8ac3Vxy5QQfTRU,spotify:track:17jyF7dY8ac3Vxy5QQfTRU,https://api.spotify.com/v1/tracks/17jyF7dY8ac3Vxy5QQfTRU,https://api.spotify.com/v1/audio-analysis/17jyF7dY8ac3Vxy5QQfTRU,134127,4
53,Livin' Loose,0.296,0.948,8,-5.417,1,0.0664,0.00262,4.45e-05,0.619,0.318,109.757,audio_features,2USTVgd20XRLMAhiYNklN8,spotify:track:2USTVgd20XRLMAhiYNklN8,https://api.spotify.com/v1/tracks/2USTVgd20XRLMAhiYNklN8,https://api.spotify.com/v1/audio-analysis/2USTVgd20XRLMAhiYNklN8,349281,4
54,Fantasy,0.365,0.559,7,-7.221,1,0.0304,0.000774,7.77e-06,0.124,0.342,95.08,audio_features,2y4L6S32ur1fSfuANf4jDD,spotify:track:2y4L6S32ur1fSfuANf4jDD,https://api.spotify.com/v1/tracks/2y4L6S32ur1fSfuANf4jDD,https://api.spotify.com/v1/audio-analysis/2y4L6S32ur1fSfuANf4jDD,198120,4
55,Nothing’s Special,0.16,0.273,11,-9.964,0,0.0337,0.717,0.0625,0.242,0.0364,84.612,audio_features,14J8UZJmLBUdmmwg5t4z6m,spotify:track:14J8UZJmLBUdmmwg5t4z6m,https://api.spotify.com/v1/tracks/14J8UZJmLBUdmmwg5t4z6m,https://api.spotify.com/v1/audio-analysis/14J8UZJmLBUdmmwg5t4z6m,277710,3
56,1D,0.658,0.652,0,-7.408,0,0.0381,0.648,0.0131,0.157,0.478,169.964,audio_features,10cyHWMc0i9BpfCWHuWips,spotify:track:10cyHWMc0i9BpfCWHuWips,https://api.spotify.com/v1/tracks/10cyHWMc0i9BpfCWHuWips,https://api.spotify.com/v1/audio-analysis/10cyHWMc0i9BpfCWHuWips,162000,4
57,New Jersey,0.573,0.167,2,-14.123,1,0.0281,0.81,0.0,0.0672,0.237,98.864,audio_features,4VvmFhJ5QTjCylGww6g3AI,spotify:track:4VvmFhJ5QTjCylGww6g3AI,https://api.spotify.com/v1/tracks/4VvmFhJ5QTjCylGww6g3AI,https://api.spotify.com/v1/audio-analysis/4VvmFhJ5QTjCylGww6g3AI,238360,4
58,Melissa,0.533,0.362,4,-14.791,1,0.0244,0.478,0.245,0.0857,0.45,82.993,audio_features,30St98Bok3jJmXdkkHVPQe,spotify:track:30St98Bok3jJmXdkkHVPQe,https://api.spotify.com/v1/tracks/30St98Bok3jJmXdkkHVPQe,https://api.spotify.com/v1/audio-analysis/30St98Bok3jJmXdkkHVPQe,235224,4
59,The Station,0.563,0.389,9,-10.35,0,0.0285,0.512,0.00935,0.113,0.567,100.023,audio_features,5M1QuhhIwEqNXeNooLndH7,spotify:track:5M1QuhhIwEqNXeNooLndH7,https://api.spotify.com/v1/tracks/5M1QuhhIwEqNXeNooLndH7,https://api.spotify.com/v1/audio-analysis/5M1QuhhIwEqNXeNooLndH7,259817,4
60,For You,0.59,0.474,2,-12.585,1,0.0823,0.54,0.181,0.109,0.197,174.029,audio_features,0OmodtcuWqN9TfSDbPfQ1L,spotify:track:0OmodtcuWqN9TfSDbPfQ1L,https://api.spotify.com/v1/tracks/0OmodtcuWqN9TfSDbPfQ1L,https://api.spotify.com/v1/audio-analysis/0OmodtcuWqN9TfSDbPfQ1L,156000,4
61,Dance in the Dark,0.59,0.455,2,-10.385,0,0.0428,0.368,0.508,0.14,0.103,130.037,audio_features,01MfNWiJORqsE3rt1LI0ft,spotify:track:01MfNWiJORqsE3rt1LI0ft,https://api.spotify.com/v1/tracks/01MfNWiJORqsE3rt1LI0ft,https://api.spotify.com/v1/audio-analysis/01MfNWiJORqsE3rt1LI0ft,173853,4
62,"Cumberland Blues - Live in England, 1972; 2001 Remaster",0.527,0.837,0,-9.099,1,0.0926,0.488,0.649,0.109,0.866,118.69,audio_features,1pM0qOb7tljJUQUj9Oyj1P,spotify:track:1pM0qOb7tljJUQUj9Oyj1P,https://api.spotify.com/v1/tracks/1pM0qOb7tljJUQUj9Oyj1P,https://api.spotify.com/v1/audio-analysis/1pM0qOb7tljJUQUj9Oyj1P,341707,4
63,Babylon,0.567,0.186,3,-14.696,1,0.0297,0.925,0.872,0.106,0.178,126.883,audio_features,0GNOV2aEFqS3qOXfQEhEuq,spotify:track:0GNOV2aEFqS3qOXfQEhEuq,https://api.spotify.com/v1/tracks/0GNOV2aEFqS3qOXfQEhEuq,https://api.spotify.com/v1/audio-analysis/0GNOV2aEFqS3qOXfQEhEuq,220240,4
64,Mallwhore Freeestyle,0.705,0.555,1,-8.674,1,0.0947,0.332,0.0,0.111,0.384,145.082,audio_features,69EqDJQJV96vbDbNdVLZWq,spotify:track:69EqDJQJV96vbDbNdVLZWq,https://api.spotify.com/v1/tracks/69EqDJQJV96vbDbNdVLZWq,https://api.spotify.com/v1/audio-analysis/69EqDJQJV96vbDbNdVLZWq,119545,3
65,Dogboy,0.782,0.544,7,-6.453,1,0.0966,0.638,0.844,0.107,0.572,155.984,audio_features,6cTeFGpgkGQjoqbLKIIePw,spotify:track:6cTeFGpgkGQjoqbLKIIePw,https://api.spotify.com/v1/tracks/6cTeFGpgkGQjoqbLKIIePw,https://api.spotify.com/v1/audio-analysis/6cTeFGpgkGQjoqbLKIIePw,136293,4
66,China Cat Sunflower - Live in Paris 1972 Version,0.589,0.697,7,-10.648,1,0.0283,0.483,0.511,0.239,0.809,91.203,audio_features,3iPYTo54a7gimA0kdp8x13,spotify:track:3iPYTo54a7gimA0kdp8x13,https://api.spotify.com/v1/tracks/3iPYTo54a7gimA0kdp8x13,https://api.spotify.com/v1/audio-analysis/3iPYTo54a7gimA0kdp8x13,332960,4
67,All Out,0.648,0.415,1,-9.162,0,0.0278,0.183,0.00108,0.104,0.0716,107.953,audio_features,3nCmn2ZQibGFV1TUJDxMG2,spotify:track:3nCmn2ZQibGFV1TUJDxMG2,https://api.spotify.com/v1/tracks/3nCmn2ZQibGFV1TUJDxMG2,https://api.spotify.com/v1/audio-analysis/3nCmn2ZQibGFV1TUJDxMG2,272958,4
68,Nike Just Do It,0.682,0.357,0,-12.353,0,0.0429,0.91,0.000132,0.113,0.347,118.039,audio_features,78fAil8J6u9lIQVrP9OuqE,spotify:track:78fAil8J6u9lIQVrP9OuqE,https://api.spotify.com/v1/tracks/78fAil8J6u9lIQVrP9OuqE,https://api.spotify.com/v1/audio-analysis/78fAil8J6u9lIQVrP9OuqE,242373,4
69,Months,0.182,0.176,2,-20.001,1,0.0387,0.976,0.826,0.106,0.0548,143.421,audio_features,4kzSRtgjkLAS40xjwcFm6T,spotify:track:4kzSRtgjkLAS40xjwcFm6T,https://api.spotify.com/v1/tracks/4kzSRtgjkLAS40xjwcFm6T,https://api.spotify.com/v1/audio-analysis/4kzSRtgjkLAS40xjwcFm6T,185274,4
70,"You Win Again - Live in England, 1972; 2001 Remaster",0.578,0.592,7,-9.73,1,0.0346,0.869,0.656,0.274,0.691,104.603,audio_features,2UdeTflun7YLrJOVRMtlNG,spotify:track:2UdeTflun7YLrJOVRMtlNG,https://api.spotify.com/v1/tracks/2UdeTflun7YLrJOVRMtlNG,https://api.spotify.com/v1/audio-analysis/2UdeTflun7YLrJOVRMtlNG,240733,4
71,Hardest To Love,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957,audio_features,6kWxIqQDsKFYCJGbU4AjCX,spotify:track:6kWxIqQDsKFYCJGbU4AjCX,https://api.spotify.com/v1/tracks/6kWxIqQDsKFYCJGbU4AjCX,https://api.spotify.com/v1/audio-analysis/6kWxIqQDsKFYCJGbU4AjCX,211400,4
72,Golden Boy,0.68,0.511,10,-6.653,0,0.0584,0.884,6.19e-05,0.16,0.272,129.981,audio_features,4f5HPjHvKiyyQrh24Gxvkk,spotify:track:4f5HPjHvKiyyQrh24Gxvkk,https://api.spotify.com/v1/tracks/4f5HPjHvKiyyQrh24Gxvkk,https://api.spotify.com/v1/audio-analysis/4f5HPjHvKiyyQrh24Gxvkk,209000,4
73,Physical Memory,0.169,0.746,5,-5.608,1,0.0803,0.779,0.763,0.443,0.0359,122.715,audio_features,6MSNY6n2M7tXfn2agXM9VX,spotify:track:6MSNY6n2M7tXfn2agXM9VX,https://api.spotify.com/v1/tracks/6MSNY6n2M7tXfn2agXM9VX,https://api.spotify.com/v1/audio-analysis/6MSNY6n2M7tXfn2agXM9VX,653159,4
74,Friend of the Devil - 2013 Remaster,0.639,0.598,7,-14.206,1,0.0393,0.299,5e-05,0.107,0.851,103.299,audio_features,6GgTJJmtDddHoo8Bp6lVcf,spotify:track:6GgTJJmtDddHoo8Bp6lVcf,https://api.spotify.com/v1/tracks/6GgTJJmtDddHoo8Bp6lVcf,https://api.spotify.com/v1/audio-analysis/6GgTJJmtDddHoo8Bp6lVcf,204894,4
75,Lost Parts Stinging Me so Cold,0.622,0.98,2,-2.175,1,0.147,0.00539,0.248,0.0433,0.315,110.026,audio_features,2kY1p2pq2C6duDayFtc6Dc,spotify:track:2kY1p2pq2C6duDayFtc6Dc,https://api.spotify.com/v1/tracks/2kY1p2pq2C6duDayFtc6Dc,https://api.spotify.com/v1/audio-analysis/2kY1p2pq2C6duDayFtc6Dc,190347,4
76,Valerie,0.513,0.561,0,-8.724,1,0.131,0.563,0.00012,0.108,0.281,163.977,audio_features,6TljOlVqvg3ipSNZMb244d,spotify:track:6TljOlVqvg3ipSNZMb244d,https://api.spotify.com/v1/tracks/6TljOlVqvg3ipSNZMb244d,https://api.spotify.com/v1/audio-analysis/6TljOlVqvg3ipSNZMb244d,159813,4
77,Toys 2,0.206,0.315,4,-9.576,0,0.0334,0.262,0.0632,0.186,0.0584,81.062,audio_features,7udpRbgR2XK5eWWd7rNkMb,spotify:track:7udpRbgR2XK5eWWd7rNkMb,https://api.spotify.com/v1/tracks/7udpRbgR2XK5eWWd7rNkMb,https://api.spotify.com/v1/audio-analysis/7udpRbgR2XK5eWWd7rNkMb,278807,3
78,Scared To Live,0.504,0.498,0,-8.24,1,0.0499,0.131,0.0,0.0929,0.196,87.221,audio_features,4BGZF4oLbTL0pWm7C18pbv,spotify:track:4BGZF4oLbTL0pWm7C18pbv,https://api.spotify.com/v1/tracks/4BGZF4oLbTL0pWm7C18pbv,https://api.spotify.com/v1/audio-analysis/4BGZF4oLbTL0pWm7C18pbv,191307,4
79,Hellraiser,0.648,0.33,1,-9.818,1,0.0674,0.807,0.00113,0.112,0.227,135.024,audio_features,7lccmyCtG9z8oZJFNVKGGZ,spotify:track:7lccmyCtG9z8oZJFNVKGGZ,https://api.spotify.com/v1/tracks/7lccmyCtG9z8oZJFNVKGGZ,https://api.spotify.com/v1/audio-analysis/7lccmyCtG9z8oZJFNVKGGZ,145533,4
80,Westfield,0.76,0.498,1,-8.941,0,0.0908,0.458,0.0,0.124,0.579,139.926,audio_features,0D3qbTWvbyOsZ26J2yqQff,spotify:track:0D3qbTWvbyOsZ26J2yqQff,https://api.spotify.com/v1/tracks/0D3qbTWvbyOsZ26J2yqQff,https://api.spotify.com/v1/audio-analysis/0D3qbTWvbyOsZ26J2yqQff,155500,4
81,Age Of,0.299,0.404,7,-10.474,0,0.0298,0.192,0.696,0.131,0.0914,179.908,audio_features,5BOu8GAezoeEQPMKNCVmZ9,spotify:track:5BOu8GAezoeEQPMKNCVmZ9,https://api.spotify.com/v1/tracks/5BOu8GAezoeEQPMKNCVmZ9,https://api.spotify.com/v1/audio-analysis/5BOu8GAezoeEQPMKNCVmZ9,204289,3
82,Shut Me Up,0.589,0.797,1,-4.213,1,0.173,0.000673,0.0,0.0246,0.787,174.039,audio_features,3oZUlZMXkj51AyYG8lGaE7,spotify:track:3oZUlZMXkj51AyYG8lGaE7,https://api.spotify.com/v1/tracks/3oZUlZMXkj51AyYG8lGaE7,https://api.spotify.com/v1/audio-analysis/3oZUlZMXkj51AyYG8lGaE7,168533,4
83,XNXX,0.388,0.52,2,-8.354,1,0.0593,0.257,0.185,0.113,0.196,84.851,audio_features,0qpSvzE0Rws3gVZNZCf04v,spotify:track:0qpSvzE0Rws3gVZNZCf04v,https://api.spotify.com/v1/tracks/0qpSvzE0Rws3gVZNZCf04v,https://api.spotify.com/v1/audio-analysis/0qpSvzE0Rws3gVZNZCf04v,127318,4
